n,k,ab,ab_sd,d,d_shift,d_sd,d_trend,n0,max_d,d_interest,k_1,k_2,k_3,k_4,k_5
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,155.0,100.0,70.0,44.7624478531,44.4699577995,45.7092608217,44.7345767445,44.722367316
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,155.0,100.0,70.0,43.2625389665,43.9955006482,43.7214995877,43.8661813495,44.3920066922
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,155.0,100.0,70.0,43.6492996131,44.5233059007,44.350959269,41.7615889395,42.9502637117
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,155.0,100.0,70.0,39.7834393562,39.7380434721,40.2816532521,40.8504009991,43.1229318659
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,155.0,100.0,70.0,43.2922947516,40.4695832362,42.832023108,38.6498920709,41.6143579847
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,160.0,100.0,70.0,43.412949234,43.5098953287,43.7581272129,44.256981949,43.9564659941
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,160.0,100.0,70.0,42.5042816535,41.9011057211,42.7972845018,41.3016643384,42.9602896458
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,160.0,100.0,70.0,43.9388680009,41.8201127696,40.6218046094,40.9032508432,42.4616089813
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,160.0,100.0,70.0,40.1184258597,43.1555388321,41.0847983636,39.513405001,39.4345799053
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,160.0,100.0,70.0,38.1613032967,40.3126195775,37.0122986946,39.5235722636,40.1492851388
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,165.0,100.0,70.0,43.1953886593,42.2020648101,41.939275922,42.1744711858,42.5971686304
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,165.0,100.0,70.0,41.1281243699,43.4947277006,43.1579003601,41.3595454438,41.4258185245
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,165.0,100.0,70.0,43.278055702,40.4545984449,40.9433321343,43.041598069,41.9044113963
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,165.0,100.0,70.0,39.2789011224,41.0829732521,39.4689587387,37.9076749234,41.4148078438
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,165.0,100.0,70.0,37.5865314001,39.5241522327,40.8904991265,38.4083170511,36.5702363196
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,170.0,100.0,70.0,42.479311261,41.1240687514,41.0654139113,42.0584921124,41.2493682697
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,170.0,100.0,70.0,41.7169789537,41.0152605607,40.1347514244,41.8960795691,41.2124330829
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,170.0,100.0,70.0,41.2077133505,40.8360711701,40.3968823339,39.0607853192,39.0118795667
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,170.0,100.0,70.0,39.2011038772,37.8761861258,39.9534161812,39.2126458834,39.6427300603
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,170.0,100.0,70.0,39.3099663926,38.9561034586,37.0785978819,38.9260154843,38.7860305492
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,175.0,100.0,70.0,40.4765792001,40.6915518235,39.8113182753,40.9770287031,40.3747510166
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,175.0,100.0,70.0,40.5776891125,39.4830029596,38.9749185999,40.586506838,39.6516814738
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,175.0,100.0,70.0,38.3715930354,39.8587001233,39.4373785669,39.6977654078,39.6125438076
500.0,5.0,2.0,0.8,2.0,-4.0,0.5,0.0,175.0,100.0,70.0,36.4897344853,37.0950341799,39.4724911708,38.4976864001,38.6642837565
500.0,5.0,2.0,1.0,2.0,-4.0,0.5,0.0,175.0,100.0,70.0,36.7304481887,36.8044401311,36.0063631415,38.5959445887,37.016321098
500.0,5.0,2.0,0.2,2.0,-4.0,0.5,0.0,145.0,100.0,72.0,52.9186859119,52.3168655576,51.858378973,52.1947415098,52.0490323454
500.0,5.0,2.0,0.4,2.0,-4.0,0.5,0.0,145.0,100.0,72.0,50.719326057,50.4851753254,51.023725014,50.7017863528,51.7813363626
500.0,5.0,2.0,0.6,2.0,-4.0,0.5,0.0,145.0,100.0,72.0,49.0577834942,49.6722152641,48.633192523,47.1731785978,49.3741126881
